doc_id,content,gid,gname
10011,이틀 해도 잠도 정신 아이 잠도 평소 다다 냉장고 난리 사료 양은 크게 그루밍 기지개 스크레쳐 사용 활동 금요일 광견병 주사 금요일 토요일 오후 토요일 일요일 월요일 갑자기 어디 걱정 아침 저녁 사료 사료 항상 요즘 사료 사료 깨작 거리 면서 사료 사료 취향 집사 어제 오늘 계속,5,그룹5
10012,처음 핑크 소변 원래 병원 새끼 진료 소변 빼주 조언 콧물 혈뇨 살짝 피나 일주일 재발 주사 재발 이번 항상 진료 직접 소변 부위 진단 소변 덩어리 현미경 결석 새끼 선천 이상 결석 형성 수도 치료법 현재 먹이 지속 요관 맛사지 요관 결석 빼주 특수 사료 요관 자연 수도 개월때 요관 절개 거기 주로 고요 항생제 주사 주사 일시 혈뇨 주사 간격 소변 유도 맛사지 결석 때문 병원 소변 빼주 혹시 혈료 보고 결석 진단 치료 완쾌 신분 눈앞,2,그룹2
10013,초딩 마리 지금 후드 화장실 화장실 고양이 모래 아메리칸 솔루션 장단점 정보 사용 신분 답변,0,알수없는그룹
10014,부분 삭제 작성 길냥이 간식 간식 간식 사려 고해 길냥이 간식 사료 길냥이 마리 정도 간식 사료 고도 거리 면서 간식 달라,5,그룹5
10015,처음 달라 서울 엄마 아빠 뭔가 요구사항,0,알수없는그룹
10016,이사 이사 아가씨 전체 소독 도통 혹시 이사 독해 보신 부탁,0,알수없는그룹
10017,이제 고양이 가족 고민 작성 보시 차례 고양이 구조 입양 집사 자격 결혼 출산 딸아이 고양이 대한 이해도 생명 평생 일이 선택 장애 평생 이면 시간 아기 고양이 입양 마리 해결 신랑 꼬물이 입양 동안 알러지 확인 아이 확인 임시 보호 입양 염두 조건 충족 임시 보호 모두 결과 가족 찾기 게시판 고민 의견 시기,1,그룹1
10018,집사 대상포진 어제 중성 친구 대신 오늘 염증 한번 하라 정말 무아 파서 육안 보기 그냥 실밥 오늘 가야 집사,5,그룹5
10019,관절 양제 네이버 카페,0,알수없는그룹
10020,저희 고양이 개월 코리안 헤어 수컷 간식 운동 시간 보통 코숏 개월 정도,0,알수없는그룹
10021,원래 사람 항상 월요일 오후 아무 월요일 화장실 감자 하나 화요일 아침 화장실 오늘 아침 화장실 감자 하나 덩이 정도 사람 오줌 주전 호텔 호텔 주인 애기 화장실 한참 방광염 의심 한번 병원 가보 시간 방광염 원래 감자 하루 정도 매일 가끔 하루 건너 병원,5,그룹5
10022,조금 길냥이 아가 로얄 캐닌 베이비 그냥 성묘 사료 로얄 캐닌 피트 로얄 캐닌 헤어 이빨 성묘 사료 만큼 사료 성묘 사료 사료 기호 대중 저가 사료 추천 병원 진료 검사,5,그룹5
10023,츄르 회사 이나 츄르 아마존 혹시 보신,0,알수없는그룹
10024,개월 개월 여자 아이 아침 출근 밤중 안고 장난 저녁때 마치 가면 마리 앞발 현관 발자국 소리 현관 언제 개월 고양이 동생 입양 퇴근 현관 한자리 아이 현관 관심 방법,5,그룹5
10025,길냥이 아이 달전 구조해 지금 개월 조금 눈꼽 눈물 콧물 처음 심햇 지금 기적 눈물 콧물 고양이 백신 피스 바이러스 백신 허피스바이러스,2,그룹2
10026,집사 이번 명절 연휴 우리 모처럼 추석 시댁 여행 계획,0,알수없는그룹
10027,단발머리 머리 항상 아침 머리카락 물어 저번 두피 가요,0,알수없는그룹
10028,아이 식탐 조절 아이 위해 스테이션 자동 급식 사려 마리 가정 쓰시 혹시 덜덜 가격 가격 인지 조언 부탁,0,알수없는그룹
10029,주말 추석 본가 추석 고민 정도,0,알수없는그룹
10030,전원주택 창고 거기 고양이 잠도 자고 대요 가끔 저번 엄마 고양이 새끼 마리 놨다 그냥 새끼 데리 독립 하나요 고양이 생각 혹시 아예 걱정 엄마 고양이 중성 보협 신청,5,그룹5
10031,아이 활동 영역 주로 옆집 아이 동안 거의 집쪽 요즘 집쪽 종종 주인 고양이 자기 새끼 년전 민원 신청 오니 소리 한쪽 철물 물건 고양이 한쪽 창문 바로 레트 지붕 덮어서 건물 사람 담배 꽁초 쓰레기 사람 고양이 장소 지금 날씨 저기 저희 옆집 예전 고양이 여자 사가 지금 인테리어 사장 부부 주인 고양이 집도 얼마나 다행 저희 옆집 저녁 베란다 오줌 거의 화단 고해 저희 아빠 가끔 새벽 동네 고양이 소리 말리 어제 옥상 물이 공사 태클 시청 문의 양쪽 합의 부모님 해구해 노부 부가 자기 주장 통해 저희 부모님 이웃 끼리 감정 공사 그냥 저희 엄마 우리 분명 고양이 풀이 결론 고양이 우리 약점 어제 슬슬 걱정 집주인 얼굴 정도 혹시 주인 고양이 보이 민원 신청 길고양이 신고 무조건 포획 중성 아이 제외 진행 걱정,1,그룹1
10032,장모종 고양이 피부 문제 병원 혹시 얘기,0,알수없는그룹
10033,와이프 원래 고양이 결혼 처제 고양이 데리 고양이 임보 고양이 임보 아이 아이 처음 처음 지금 저희 안고 악질 시작 긴장 시간 반년 시간 동안 서로 얼굴 보고 이상 생각 요즘 구석 한번 지고 도저히 긴장 계속 악질 해대 시간 시간 이상 그때 긴장 워낙 구석 기도 쪼끄만 움직임 다시 긴장 경계 태세 돌입 어찌 시간 얼마 애가 외로움 다가 우울증 그냥 우리 어찌 아이 계심 워낙 계심 식욕 기내 츄르 저희 직접 냄새 참고 아예 심지어 코앞 대도 보통 고양이 식욕 어찌 시간 점점 고다 사연 사연 혹시 자문,5,그룹5
10034,일주일 갑자기 일터 길냥이 애교 사모님 사장 직원 손님 녀석 홀랑 고작 길냥이 외출 이처럼 녀석 실내 자꾸 만요 구석 녀석 나름 생각 물건 진열 자리 지난 번만 해결 한번 볼일 교육 자리 모래 화장실 손님 자리 인간 단점 자리 화장실 계단 바로 손님 사람 고양이 들락거리기 집사 고다 눈팅 관련 생각 막상 준비 닥치 당황,5,그룹5
10035,게시판 용도 규칙 고양이 질문 게시판 제약 이용 집고양이 품종 임의 교배 발정 임의 교배 출산 입양 관련 질문 경우 가입 강퇴 부분 삭제 작성 개월 남아 집사 추석 연휴 기간 중성 예정 점점 퇴근 시간 자고 애기 별로 주지 버릇 동생 중성 혹시 동생 입양 연관 마음 오늘이 당장 동생 애기 동생 걱정 보신 베테 집사 조언 구합,5,그룹5
10036,하루 종일 보고 다시 보고 영향 걱정,0,알수없는그룹
10037,노견 피부병,0,알수없는그룹
10038,오늘 갑자기 사진 중앙 깨알 땜빵 처음 은지 물뭍혀 살살 땜빵 우선 바이러스 버스 생각 제발 다른 곳도 아래 사진 어제 전혀 이상 곰팡이 피부염 완치 판정 좀더 된거 그때 증상 달라 꿀잠 사진,5,그룹5
10039,지금 개월 남아 이동 추천 결정 지금 켄넬 병원 주로 차로 이동 어차피 플라스틱 켄넬 사고 이번 중성 담달 캣타워 생각 누울 리뷰 고민,5,그룹5
10040,아숏 앙고라 믹스 집사 믹스 앙고라 느낌 전혀 그냥 아숏 완전 아숏입니 사고 적도 개월 말썽 발톱 다다다 거실 혼자 다해 사람 수면 방해 하니 항상 꿀잠 물어 버릇 나중 여유 마리 생각 원래 아숏 믹스 중성 수술 때문 그것 가요,5,그룹5
10041,작년 추정 지금 남자친구 종종 가요 매번 볼때 개월 정도 이제 몸집 변화 크게 최근 마지막 어제 애가 머리 느낌 수컷 제법 젖먹이 보고 우리 다복 아기 느낌 생각 이제 코숏 고양이 보통 몇개 수컷,5,그룹5
10042,동생 버릇 방법 개월 개월 러시안블루 합사 하루 은애 하루 종일 아이 지난 다음 은애 똘이 눈치 형님 침대 혼자 사랑 침대 질투 침대 머슴 애가,5,그룹5
10043,게시판 용도 규칙 고양이 질문 게시판 제약 이용 집고양이 품종 임의 교배 발정 임의 교배 출산 입양 관련 질문 경우 가입 강퇴 부분 삭제 작성 토요일 개월 아기 고양이 분양 초보 집사 연년생 남매 아기 고양이 적응 걱정 금세 소변 지면 발라 집안 다다 아이 장난감 툭툭 도해 살짝 점점 가요 정말 우리 연년생 남매 악질 한번 한적 가구 스크래치 안남 기구 박스 성격 악질 성격 그대로 건가 다른 고양이 성격,5,그룹5
10044,링웜일까 링웜 치료 중이 던데 이마 가운데 보지 모공 사이사이 피지 드름 턱드름 치료 중이 어제 이마 군데 이번 보이 각질 이마 가운데 다시 각질 애가 머리 보기 일단 사진 애가 자꾸 움직 완전 가까이 힌트 혹시 한번,5,그룹5
10045,저희 아가 성묘 룸메 고양이 개월 정리 눈치 룸메 정도 기도 하나요 저희 애가 가요,5,그룹5
10046,현재 퓨어 비타 살이 사료 뉴트 추럴 초이스 웨이 로스 가요,0,알수없는그룹
10047,근처 리뉴얼 제품 리뉴얼 제품,0,알수없는그룹
10048,직원 직접 조사해 답장 건가 매크로,0,알수없는그룹
10049,게시판 용도 규칙 고양이 질문 게시판 제약 이용 집고양이 품종 임의 교배 발정 임의 교배 출산 입양 관련 질문 경우 가입 강퇴 부분 삭제 작성 지금 아가 데리 초보 집사 까페 음식 대한 알러지 지금 사료 로얄 캐닌 맘앤키 먹이 다른 집사 파우치 아가 가요 글구 종류 닭고기 칠면조 종류 별로 두서 질문 답변,5,그룹5
10050,유독 평소 탈장 걱정 오늘 병원 진료 혹시 걱정,0,알수없는그룹
10051,내용 국내 판매 무게 제일 케이 전화 무게 재는 그램 혹시 이동 이동 쓰시 무게 확인,0,알수없는그룹
10052,개월 여자 고양이 마리 합사 서로 단계 다다다 놀이 합사 때문 서로 스트레스 상태 웰니스 헬스 캣츠 퓨리 옵티 스타트 급여 아침 점심 저녁 제한 급식 츄르 사료 벌써 사료 모습 개월 언니 조금 변도 개월 아가 입양 보고 별로 식욕 어제 병원 사제 주사 피더 유산균 처방 걱정 사료 요즘 입맛 츄르 급여 사료 보는둥 마는 둥해 블랙 우드 샘플 신청 처음 블랙 우드 가지 레인 프리 종류 샘플 조금 도착 프로 제품 사료 테스트 변상태 확인 기존 사료 상태 제품 하나요 퇴근 저녁 블랙 우드 제품 보고 확인 사료 때문 위장 무리 가지 방법,5,그룹5
10053,최근 카나 사료 저희 첫째 살이 체구 거묘 체중 정도 다른 고양이 엉덩이 하나 정도 보통 병원 정도 보통 문제 지금 냥생 대부분 초반 유지 카나 뱃살 움직임 식탁 원래 살집 갑자기 살이 자기 나이 때문 관절 무리 체중 살짝 오리 피트 트림 주문 사료 저희 개월 둘째 자율 급식 중이 갑자기 급식 수도 첫째 공복 복토 방법,5,그룹5
10054,애기 나름 생각 지금 손님 경계 악질 기본 초인종 해도 강아지 으르렁 거리 으르렁 거려 아예 초인종 예방접종 다리 부작용 고생 중성 이후 방광염 신장결석 고생 둘째 무리 혼자 만약 둘째 지인 보중 길냥이 개월 예정,5,그룹5
10055,빨간색 가다랑어 파란색 참치 고다 동네 애완 용품 매장 위메프 해도 무배,0,알수없는그룹
10056,무턱 대고 나우 테스트 그람 주니 녀석 순식간 나름 홀리스 레인 프리 나우 레인 프리,0,알수없는그룹
10057,원목 화장실 사막화 아예 모래 추천 모찌 모래 그것 프락티캣 여기 에버 고민,0,알수없는그룹
10058,고양이 배부 진균 배양 검사 일단 곰팡이 피부염 약과 연고 처방 왓습니 약간 조금 피부 곰팡이 세균 잘못 걱정,2,그룹2
10059,증상 보신 가요 다리 피부 각질 홀라당 피부 표면 다리 부분 자세 피부 병원 슬라이드 염색 곰팡이 검사 측정 이번 곰팡이 포도상구균 하니 항생제 먹이 소독약 항생제 설사 효과 소독약 차도 회복 어쩌냐 곰팡이 보고 치료 간도 신장 췌장 노묘 방법 사료 알레르기 의심 힐스 레날 바껏 괜찬은듯 땜빵 경우 보신,2,그룹2
10060,추석 연휴 예감 월급 오프라인 매장 직접,0,알수없는그룹
10061,고가 끼리 추석 연휴 고민 병원 스트레스 둘째 타도 그냥 데리 가기 애가 스트레스 걱정 걱정 시간 거제 서울 예상 조언 시도 첫째 치즈 둘째 이제,5,그룹5
10062,둥이 새끼고양이 첫째 첫째 그루밍 병원 의사 탈모 상처 소독약 계속 문제 지금 지금 새벽 첫째 계속 발톱 꾹꾹 상처 생기 첫째 상처 생기 계속 경우 경험 집사 자기 새끼 첫째 자꾸 자꾸 피부병 주말 병원 한번,5,그룹5
10063,이상 남아 성묘 개월쯔음 중성 최근 화장실 소변 해결 모래 화장실 청소 무슨 문제,0,알수없는그룹
10064,보통 가면 동공 어두운곳 가면 동공 우리 새끼 변화 애기,0,알수없는그룹
10065,냥바냥 원래 강아지 독립 사람 개냥 사람 가끔 무릎 정도 생각 저희 애가 갈수록 점점 딱지 진짜 보이 아기 육아 현장 화장실 무릎 정도 혼자 시간 아예 자기 관종 정도 완전 밀착 가라 다시 무한 반복 아인 중성 호르몬 때문 변화 그냥 성격 사람 아이 엄마 딱지 하하 기도,5,그룹5
10066,주변 혹시 눈병 어디 초보 집사 걱정,0,알수없는그룹
10067,,0,알수없는그룹
10068,엊그제 화장실 계속 들락 거리 더니 감자 알갱이 수십 병원 지랄 알갱이 사진 원장 가지 방광염 증세 다만 조금 사료 유리 너리 사료 중성 사료 일단 스테이 직구 사료 퓨어 비타 대체로 로얄 캐닌 유리 너리 케어 병원 처음 힐스 씨디 케어 추천 결석 초음파 일단 중이 라서 화장실 계속 들락거리긴 방광염 보신 고수 집사 조언,5,그룹5
10069,로얄 캐닌 베이비 사료 오늘 아침 사료 그것 식욕 다시 다시 사료 사료 자꾸 걱정,5,그룹5
10070,이번 캣폴 설치 해먹 크리스탈 해먹 고민 크리스탈 해먹,0,알수없는그룹
10071,계속 먹이 다시 인터넷 혹시 판매 아시,0,알수없는그룹
10072,지금 개월 쉬바 파우치 주식 먹이 쉬바 파우치 살이 그냥 키튼껄,0,알수없는그룹
10073,사료 기호 강쥐 항상 자기 강쥐 사료 기호 이송 사료 그냥 계속 그릇 그릇 강쥐 계속,5,그룹5
10074,캣폴 구매 캣폴 추천,0,알수없는그룹
10075,집사 접종,0,알수없는그룹
10076,개월 남아 아이 형제 요즘 시간 중성 혹시 발정 오거 스프레이 걱정 지금 땅콩 제법 병원 당장 중성 중성 화전 검사 항체 검사 비용 일지,2,그룹2
10077,여러 사료 사이트 샘플링 신청 샘플링 사료 사료 스트레스,5,그룹5
10078,어제 초보 캣맘 상태 오늘 누런콧물 오늘 가슴 조계사 캣맘 보살 요즘 방법 박스,0,알수없는그룹
10079,이번 고양이 분양 고양이 처음 질문 우선 샘플 사료 로양 캐닌 마더 베이비 즈칸 레인 프리 뉴트 내추럴 초이스 닭고기 현미 먹이 상품 여량 체크 기존 사료 급여 질문 아이 하루 종이컵 기준 컵반 정도 가늠 경우 오늘 아침 조금 무른변 보통 자율 급식 건강 걱정 질문,5,그룹5
10080,개인 사정 캣타워 중고 판매 보고 택배 연락 무소식 이틀 해도 삭제 경우 어찌 하나요 전번 계좌,0,알수없는그룹
10081,개월 어제 새벽 인형 울면 엉거주춤 자세 검색 발정 증상 오늘 몸무게 저번 중성 다음주 생각 추석 큰집 추석 당일 친척 아침 정도 가요 애기 방문 캣타워 화장실 수술 정도 스트레스 아예 추석 연휴 컨디션 완전 회복 보통 정도 추석 수술 이번 금요일 생각 추석 생각 중이,5,그룹5
10082,집앞 고양이 마리 자주 조금 원래 파우치 길냥이 구강 관리 사료 오늘 사료 일회용 정수 기물 가문 제일 그냥 파우치 그릇 일회용 그릇 차밑 나선 아파트 주차,0,알수없는그룹
10083,이전 근처 고양이 문병원 그람 다음 오라 그때 진드기 예방 그것 이번 다른 병원 에이즈 백혈병 검사 먼저 진행 가격 키트 접종 키트 접종 이전 병원 애가 혹시 설사 거나 눈물 눈꼽 굳이 보호자 걱정 키트 구비 키트 검사 고민 키트 제일 안해 백신 바이러스 때문 만약 문제 위험부담 안고 갈팡질팡,5,그룹5
10084,어금니 안쪽 이갈이 원래 가요 이제 개월 지면 병원,0,알수없는그룹
10085,지인 여행 가게 성묘 마리 고양이 성묘 수컷 중성 완료 지인 고양이 성묘 수컷 중성 완료 지인 고양이 성묘 수컷 초딩 중성 문제 저희 고양이 지인 고양이 사이 악질 어제 저녁 도착 오늘아침 출근 계속 악질 고양이 자꾸 모양 세고 지인 고양이 누가 악질 일단 오늘아침 지인 고양이 베란다 여닫이 화장실 살짝 출근 일단 걱정 격리 방문 격리 상황,1,그룹1
10086,애기 설사 퓨어 비타 뉴초 고민 뉴초키 정도 먹이 중성 뉴초 인도 요즘 혈변 병원 날씨 때문 면역 상처 혈관 약간 혈액 정도 걱정 집사 상처 사료 설사 사료 런가 사료 선택,5,그룹5
10087,대학 입학 벌써 야옹이 할머니 모시 모시 요즘 요실금 저기 생활 한지 달이 내지 서로 일회용 단가 하나 하루 정도 생각 살때 고민 저기 발견 해외 직구 하나 만원 정도 매일 빨래 혹시 저기 사용 집사 계시 도움,0,알수없는그룹
10088,포장 한쪽 귀퉁이 구멍 뽕뽕 뚤려 산패 다리미 원래,0,알수없는그룹
10089,저번 낚시 대가 지고 해도 살이 흥미 간식 거울 심해 항상 화장 대쪽 보고,0,알수없는그룹
10090,여름 응꼬 아래 생식기 부분 갈색 분비물 병원 초음파 검사 자궁 적도 방광 염증 검사 염증 그냥 소변 라만 오늘 무릎 콤콤 냄새 바지 물티슈 응꼬 주변 생식기 주변 물티슈 항문 냄새 정도 항문,2,그룹2
10091,건물 아가씨 주차장 고양이 하드 고요 고양이 마리고 사람 건물 주인 건물 이사 통보 걱정 아가씨 상의 방법 어찌 방법 이사 아이 걱정 도통 잠도 신경 건물 곳도 고양이 어찌 서식 길고양이 본적,5,그룹5
10092,남아 상묘 입양 격리 살짝 구경만 처음 첫째 이제 악질 납작 둘째 격리 둘째 잠깐 일분 정도 얼굴 보이 반대 둘째 악질 거의 그냥 첫째 소리 이제 막상 첫째 둘째 삼일 인중 조금 스트레스 방법,5,그룹5
10093,며칠 내내 계속 발정 근처 사료 분도 부족 계속 발정 해도 크기 가용 애기 독립 혼자 목소리 완전 애기 몸무게 가까이 면피 임신 걱정,5,그룹5
10094,진짜 어제 스케일링 사마귀 종양 제거 오늘 데리 오라 케이 지안 시간 내내 해도 스트레스 취약 용이 병원 호흡 불안 증세 발작 목도 그냥 혼자 병원 세번 세번 스트레스 지경 이동 고양이 참고 정도 거묘 정도,5,그룹5
10095,신장 질환 신장 질환 먹이 게시 정상 영양 결핍 단독 먹이 사료 병행 먹이,0,알수없는그룹
10096,만약 아이 나라 가게 인근 요즘 불법 동화장 하나요 방법,0,알수없는그룹
10097,할배 대한 생각 개인 화장 지은 생각 업도 천사 화장 삼베 우리 집안 선산 크기 비석 화장 굳이 장례 업체 통해 장례 치룰 이유 장례 절차 장례 의식 대해 화장 안해 장례 업체 혹시 장례 업체 이용 장례 보신 험담 보고 애기 병풍 사진 가족 애기 시간 가지 선산 동물,5,그룹5
10098,중고 디어 캣타워 구입 반응 별루 경계 울음소리 다른 냄새 탈취 세탁,0,알수없는그룹
10099,다음주 달반 코숏 가족 준비 오늘 입양 결정 친구 사업 친구 고양이 시간 본적 아기 맞이 용품 종류 조언 우선 반정 코숏 고등어 태비 치즈 태비 믹스 먼저 용품 이동 화장실 사료 모래 급식 정도 이동 서치 병원 진료 소독 플라스틱 브랜드 종류 화장실 하우스 후드 사서 입구 혼자 평판 낫다 브랜드 사료 이제 로얄 캐닌 마더 베이비 사료 먹이 우유 사료 아기 사료 추천 모래 벤토 브랜드 추천 해주시 급식 마음 자동 정수기 급수 급수 나중 자동 정수기 아기 쓰기 그냥 일반 사료 그릇 사면 완전 초보 집사 공부 중이 용품 조언 해주시,5,그룹5
10100,트리 로즈마리 오일 성분 샴푸 사려,0,알수없는그룹
10101,새벽 가끔 발정 소리 아이 거실 자서 처음 길고양이 발정 소린 잠결 오늘 새벽 그냥 울음소리 평소 소리 절대 평소 스킨십 욕구,5,그룹5
10102,로얄 캐닌 베이비 즈칸 레인 프리 먹이 간식 구가 편이 다음 즈칸,5,그룹5
10103,고양이 마리 개월 추정 고양이 현재 오리 캣앤키튼 먹이 겨울 사료 자율 사료 이기 아이 런가 식탐 사료 먹이 가격 크게 성분 사료 아시 성묘 단백 사료 사료 계속 오리 계속 용량 두봉,5,그룹5
10104,얼티밋 리뉴얼 때문 오리 간식 생식 사료 단백 기호 사료 얼티밋 진짜 사료 리뉴얼 테스트 제일 그냥 건데 혹시 사료 추천,5,그룹5
10105,뇨자 하루 최대 미리 정도 사정 정해 여서 미리 하루 동안 수량 대안 고다,0,알수없는그룹
10106,젖꼭지 발견 혹시 아시 사람 블랙 헤드 아이 블랙 헤드 자주 린다 소독 혹시 다른 부분 젖꼭지 혹시 아시 답변,0,알수없는그룹
10107,지금 로고 초록색 그거 바닥 용이,0,알수없는그룹
10108,샘플 보고 사료 고양이 사료 유기견 보호 센터,0,알수없는그룹
10109,엊그제 중성 수술 식욕 지금 대변 정도 런가 오늘 걱정 중성 수술 대변,0,알수없는그룹
10110,원래 수술 당일 검사 가요 혈액 검사,0,알수없는그룹
10111,방금 도착 개눈 봉지 건가,0,알수없는그룹
10112,변비 토끼 응꼬 조금 양제 장영 양제 나영,0,알수없는그룹
10113,살짝 발톱 상처 그냥 국가 먹음,0,알수없는그룹
10114,다지증 가용,0,알수없는그룹
10115,화장실 사료 갑자기 화장실,0,알수없는그룹
10116,토리 벤토 모래 사막화 두부 모래 그냥 두부 모래 냄새 벤토 모래 입자 부랑 친구 주문 모래 벤토 사막화,0,알수없는그룹
10117,대구 우선 병원 예방접종 차하 구충 결막염 초기 안약 처방 동네 구충 접종 스티커 접종 수첩 전화 이야기 다음 치료 영수증 결막염 이야기 결막염 초기,2,그룹2
10118,새끼 길냥이 지금 마리 먹이 처음 정도 구도 작고 청소년 정도 그때 하루 하나 집사 대형 마트 단백질 함유 표시 다가 하루 하나 오전 저녁 달라 울면 동네 캣맘 사료 보름 정도 애가 전체 살이 걱정 허리 중간 항아리 지방 건가 건강 문제 걱정 사료 사료 관할 수가 캣맘 사료 동네 길냥이 그냥 두기 신경,5,그룹5
10119,연고 연고 노란색 얼굴 전체 그냥 애기 주사 연고,0,알수없는그룹
10120,사흘 오르다 하루 종일 사료 하루 한번 정도 소변 한번 정도 계속 입맛 간식 병원 우선 해열제 어제 아침 혈검 엑스레이 찍엇습니 검사 결과 이상 온건 없엇구 염증 치가 소염제 주사 왓습니 주사 기도 오늘 아침 뒷다리 다시 증상 아시,2,그룹2
10121,베란다 다리 울고햐소 일단 물티슈 드라이기 말리 햇능데 바질 레몬 진쩌 갑자기 인지,0,알수없는그룹
10122,길냥이 압축 다이소 네트 방법 일반 자물쇠,0,알수없는그룹
10123,길냥이 길냥이 손톱 긁혓는데 세균 최대한 감염,0,알수없는그룹
10124,지금 두부 모래 펠렛 얼마 누구 려고 모래 구경 이제 마리 모래 볼일 스트레스 이참 펫렛 벤토 모래 혹시 사진 토모 모래 화장실 벤토 모래 추천 모래,0,알수없는그룹
10125,금지 아인 젖병 못뗏어 사료 분유 혼자 자꾸 젖병 개월 개월 형아 누나,5,그룹5
10126,게시판 용도 규칙 고양이 질문 게시판 제약 이용 집고양이 품종 임의 교배 발정 임의 교배 출산 입양 관련 질문 경우 가입 강퇴 부분 삭제 작성 고양이 갑자기 간식 바닥 지탱 자세 소화 처럼 꼬리 위로 기능 문제 가요 최근 사료 소화 하나,0,알수없는그룹
10127,개월 며칠 계속 발정기 불만 거지 혹시 이유 아시,0,알수없는그룹
10128,나중 둘째,0,알수없는그룹
10129,거의 가까이 암컷 한번 임신 안해 발정 증세 적도 가끔 암컷 마리 벌써 새끼 페이스 수컷 라가 미련 자꾸 눈빛 진저리 치면 경계 성질 머리 내면 경계 갑자기 문득 생각 혹시 중성 처음 개월 정도 몸집 생활 무슨 실제 나이 처음 경계 주인 나선 도망 부비 저희 동네 군데군데 자리 은근 아주 거의 버려진 얼마 생활 적응 갑자기 소름 한번 생각 생각 임신 고생 차라리 중성 화가 생각 지원 동네 갑자기 생각,5,그룹5
10130,주변 아이 그냥 가까이 가도 기력 마음 이야기 제일 지금 주민 여름,0,알수없는그룹
10131,몇개 아이 항상 근처 먼저 가슴 식탐 아이 얼마 치즈 태비 아이 오늘 기운 츄르 결정 계단 서서 보기 고양이 영역 싸움 지면 기운 가요 혹시 어디 건가,5,그룹5
10132,가야 경계,0,알수없는그룹
